Frame,A_x,A_y,A_Diameter,B_x,B_y,B_Diameter,C_x,C_y,C_Diameter,D_x,D_y,D_Diameter
1080,1278.0,248.0,46.0,1048.0,178.0,22.0,500.0,214.0,50.0,,,
1081,718.0,412.0,58.0,1404.0,222.0,58.0,898.0,184.0,22.0,676.0,240.0,48.0
1082,822.0,378.0,58.0,1348.0,220.0,42.0,866.0,188.0,26.0,698.0,258.0,44.0
1083,906.0,350.0,56.0,1292.0,214.0,40.0,834.0,192.0,24.0,730.0,262.0,36.0
1084,972.0,326.0,50.0,1242.0,210.0,34.0,798.0,196.0,28.0,774.0,274.0,52.0
1085,1028.0,310.0,46.0,1196.0,202.0,36.0,762.0,204.0,24.0,816.0,290.0,50.0
1086,1076.0,288.0,46.0,1156.0,204.0,24.0,724.0,202.0,36.0,864.0,308.0,52.0
1087,1112.0,272.0,50.0,1118.0,198.0,22.0,676.0,210.0,34.0,920.0,328.0,54.0
1088,1154.0,260.0,36.0,1084.0,192.0,24.0,620.0,222.0,38.0,984.0,350.0,58.0
1089,1186.0,254.0,40.0,1052.0,188.0,24.0,572.0,222.0,42.0,1068.0,376.0,58.0
1090,1208.0,244.0,32.0,1020.0,184.0,22.0,516.0,222.0,58.0,1172.0,408.0,58.0
1091,672.0,378.0,58.0,1388.0,234.0,58.0,926.0,186.0,24.0,738.0,230.0,44.0
1092,766.0,350.0,52.0,1328.0,232.0,44.0,894.0,194.0,24.0,760.0,244.0,42.0
1093,840.0,324.0,50.0,1270.0,222.0,44.0,862.0,196.0,24.0,802.0,248.0,44.0
1094,906.0,304.0,50.0,1218.0,216.0,42.0,826.0,200.0,28.0,834.0,260.0,38.0
1095,962.0,288.0,44.0,1174.0,216.0,26.0,784.0,206.0,26.0,876.0,274.0,44.0
1096,1010.0,270.0,40.0,1128.0,206.0,34.0,742.0,214.0,32.0,928.0,284.0,40.0
1097,1052.0,260.0,38.0,1092.0,204.0,24.0,692.0,224.0,38.0,984.0,300.0,44.0
1098,1090.0,248.0,34.0,1058.0,198.0,24.0,650.0,222.0,44.0,1050.0,320.0,50.0
1099,1116.0,236.0,44.0,1024.0,194.0,24.0,592.0,228.0,50.0,1126.0,342.0,58.0
1100,1150.0,232.0,34.0,994.0,188.0,24.0,528.0,236.0,56.0,1216.0,372.0,58.0
1101,614.0,338.0,48.0,1372.0,248.0,58.0,956.0,196.0,24.0,792.0,220.0,40.0
1102,714.0,322.0,50.0,1304.0,238.0,56.0,926.0,198.0,26.0,816.0,232.0,38.0
1103,784.0,298.0,44.0,1246.0,234.0,44.0,892.0,202.0,28.0,854.0,238.0,34.0
1104,850.0,286.0,42.0,1200.0,232.0,40.0,856.0,212.0,26.0,888.0,248.0,42.0
1105,906.0,270.0,40.0,1154.0,226.0,42.0,816.0,214.0,32.0,934.0,254.0,34.0
1106,950.0,258.0,42.0,1102.0,214.0,34.0,768.0,224.0,34.0,986.0,270.0,44.0
1107,998.0,248.0,40.0,1064.0,208.0,30.0,726.0,226.0,40.0,1040.0,284.0,44.0
1108,1034.0,236.0,34.0,1028.0,202.0,28.0,672.0,234.0,44.0,1098.0,296.0,54.0
1109,1068.0,228.0,32.0,994.0,200.0,28.0,612.0,242.0,48.0,1178.0,318.0,58.0
1110,1098.0,222.0,34.0,962.0,194.0,26.0,546.0,250.0,56.0,1264.0,332.0,54.0
1111,592.0,320.0,48.0,1354.0,266.0,54.0,992.0,198.0,26.0,836.0,214.0,28.0
1112,666.0,302.0,58.0,1282.0,256.0,52.0,958.0,206.0,32.0,870.0,220.0,34.0
1113,744.0,278.0,52.0,1218.0,244.0,48.0,926.0,210.0,28.0,902.0,228.0,32.0
1114,804.0,266.0,44.0,1162.0,236.0,46.0,888.0,216.0,32.0,940.0,238.0,30.0
1115,860.0,256.0,42.0,1122.0,234.0,40.0,848.0,226.0,30.0,980.0,244.0,42.0
1116,908.0,244.0,40.0,1072.0,226.0,28.0,804.0,230.0,36.0,1028.0,254.0,42.0
1117,948.0,234.0,34.0,1030.0,218.0,28.0,754.0,244.0,32.0,1084.0,264.0,40.0
1118,984.0,228.0,32.0,994.0,210.0,30.0,700.0,246.0,46.0,1148.0,282.0,50.0
1119,1016.0,220.0,36.0,962.0,206.0,32.0,636.0,256.0,52.0,1210.0,288.0,58.0
1120,1046.0,212.0,34.0,928.0,198.0,26.0,564.0,264.0,58.0,1300.0,314.0,58.0
1121,554.0,290.0,48.0,1336.0,284.0,52.0,1032.0,208.0,34.0,880.0,206.0,28.0
1122,640.0,272.0,58.0,1254.0,270.0,56.0,998.0,212.0,28.0,910.0,212.0,28.0
1123,708.0,260.0,54.0,1188.0,260.0,48.0,962.0,218.0,32.0,944.0,218.0,30.0
1124,768.0,250.0,48.0,1138.0,254.0,44.0,926.0,228.0,28.0,980.0,226.0,36.0
1125,818.0,242.0,40.0,1080.0,246.0,32.0,886.0,232.0,36.0,1026.0,234.0,34.0
1126,862.0,232.0,32.0,1032.0,234.0,36.0,842.0,240.0,44.0,1074.0,244.0,42.0
1127,904.0,224.0,32.0,990.0,226.0,38.0,790.0,250.0,46.0,1124.0,248.0,34.0
1128,942.0,218.0,32.0,956.0,218.0,30.0,722.0,268.0,50.0,1176.0,258.0,50.0
1129,976.0,212.0,28.0,920.0,212.0,30.0,664.0,270.0,56.0,1242.0,268.0,56.0
1130,1004.0,206.0,32.0,890.0,210.0,24.0,588.0,284.0,58.0,1326.0,296.0,58.0
1131,538.0,270.0,58.0,1312.0,308.0,46.0,1072.0,214.0,28.0,918.0,202.0,24.0
1132,600.0,260.0,36.0,1222.0,298.0,44.0,1036.0,220.0,36.0,948.0,204.0,28.0
1133,676.0,248.0,48.0,1160.0,282.0,50.0,1006.0,228.0,32.0,982.0,210.0,28.0
1134,732.0,238.0,44.0,1098.0,268.0,46.0,968.0,236.0,34.0,1020.0,216.0,32.0
1135,784.0,230.0,42.0,1042.0,252.0,34.0,924.0,244.0,34.0,1062.0,220.0,28.0
1136,826.0,224.0,34.0,994.0,244.0,34.0,878.0,252.0,34.0,1102.0,228.0,42.0
1137,866.0,216.0,30.0,950.0,234.0,34.0,822.0,268.0,44.0,1150.0,236.0,46.0
1138,904.0,210.0,28.0,912.0,226.0,32.0,768.0,276.0,52.0,1216.0,252.0,48.0
1139,936.0,206.0,28.0,882.0,220.0,36.0,688.0,298.0,56.0,1270.0,254.0,52.0
1140,970.0,202.0,24.0,846.0,216.0,32.0,620.0,318.0,40.0,1350.0,278.0,58.0
1141,516.0,252.0,58.0,1280.0,334.0,48.0,1120.0,222.0,32.0,952.0,194.0,24.0
1142,586.0,242.0,54.0,1190.0,320.0,58.0,1092.0,232.0,36.0,982.0,198.0,26.0
1143,650.0,232.0,54.0,1114.0,296.0,44.0,1054.0,238.0,36.0,1016.0,204.0,28.0
1144,702.0,228.0,42.0,1052.0,284.0,48.0,1018.0,248.0,40.0,1052.0,208.0,30.0
1145,752.0,220.0,40.0,996.0,270.0,42.0,976.0,258.0,40.0,1094.0,216.0,32.0
1146,796.0,214.0,36.0,942.0,258.0,42.0,924.0,270.0,44.0,1134.0,226.0,26.0
1147,832.0,208.0,28.0,902.0,246.0,34.0,870.0,280.0,40.0,1182.0,226.0,40.0
1148,870.0,204.0,28.0,866.0,240.0,34.0,804.0,296.0,44.0,1234.0,232.0,44.0
1149,902.0,200.0,30.0,830.0,228.0,32.0,736.0,314.0,58.0,1292.0,238.0,54.0
1150,936.0,194.0,26.0,798.0,220.0,30.0,640.0,334.0,48.0,1360.0,248.0,56.0
1151,498.0,238.0,58.0,1236.0,366.0,54.0,1176.0,230.0,30.0,978.0,188.0,30.0
1152,564.0,230.0,54.0,1136.0,342.0,58.0,1140.0,238.0,42.0,1014.0,190.0,24.0
1153,622.0,226.0,42.0,1060.0,322.0,50.0,1106.0,248.0,42.0,1046.0,196.0,24.0
1154,668.0,220.0,30.0,994.0,300.0,44.0,1072.0,264.0,36.0,1084.0,200.0,24.0
1155,724.0,212.0,38.0,938.0,288.0,44.0,1030.0,270.0,38.0,1122.0,208.0,30.0
1156,764.0,210.0,26.0,888.0,270.0,38.0,984.0,286.0,48.0,1160.0,210.0,36.0
1157,804.0,204.0,28.0,844.0,260.0,40.0,924.0,300.0,44.0,1214.0,216.0,28.0
1158,838.0,196.0,24.0,814.0,248.0,46.0,862.0,322.0,54.0,1258.0,224.0,38.0
1159,872.0,192.0,24.0,780.0,238.0,42.0,784.0,342.0,58.0,1312.0,228.0,48.0
1160,904.0,190.0,24.0,750.0,230.0,42.0,694.0,372.0,58.0,1378.0,236.0,48.0
1161,486.0,242.0,24.0,1166.0,416.0,58.0,1234.0,246.0,34.0,1012.0,184.0,24.0
1162,536.0,236.0,48.0,1072.0,380.0,58.0,1208.0,256.0,42.0,1042.0,188.0,24.0
1163,600.0,216.0,44.0,994.0,352.0,54.0,1174.0,262.0,44.0,1074.0,192.0,24.0
1164,652.0,210.0,40.0,928.0,326.0,52.0,1142.0,280.0,48.0,1108.0,196.0,26.0
1165,698.0,204.0,36.0,872.0,310.0,46.0,1098.0,288.0,42.0,1144.0,198.0,32.0
1166,738.0,204.0,24.0,822.0,288.0,42.0,1048.0,310.0,46.0,1186.0,204.0,32.0
1167,774.0,196.0,24.0,778.0,274.0,38.0,992.0,326.0,52.0,1228.0,208.0,36.0
1168,812.0,192.0,24.0,742.0,266.0,46.0,924.0,350.0,56.0,1278.0,212.0,40.0
1169,846.0,188.0,24.0,716.0,250.0,44.0,842.0,376.0,58.0,1330.0,216.0,50.0
1170,876.0,186.0,20.0,680.0,246.0,44.0,752.0,418.0,58.0,1390.0,222.0,54.0
1171,470.0,216.0,56.0,,,,1304.0,252.0,46.0,1036.0,180.0,20.0
1172,530.0,210.0,52.0,,,,1284.0,264.0,38.0,1066.0,182.0,24.0
1173,574.0,216.0,38.0,912.0,390.0,58.0,1254.0,284.0,50.0,1098.0,184.0,24.0
1174,630.0,204.0,34.0,844.0,356.0,58.0,1214.0,294.0,54.0,1134.0,188.0,22.0
1175,674.0,198.0,32.0,788.0,330.0,52.0,1180.0,316.0,58.0,1168.0,196.0,22.0
1176,718.0,192.0,38.0,738.0,316.0,58.0,1132.0,334.0,58.0,1212.0,200.0,30.0
1177,752.0,194.0,22.0,706.0,292.0,56.0,1074.0,358.0,58.0,1248.0,198.0,40.0
1178,786.0,186.0,22.0,672.0,276.0,54.0,1008.0,384.0,58.0,1298.0,206.0,34.0
1179,820.0,184.0,20.0,636.0,270.0,46.0,928.0,428.0,58.0,1346.0,210.0,44.0
1180,848.0,178.0,20.0,614.0,252.0,46.0,,,,1402.0,212.0,52.0
1181,456.0,208.0,50.0,,,,1382.0,276.0,34.0,1058.0,176.0,20.0
1182,502.0,222.0,52.0,,,,1372.0,280.0,42.0,1088.0,178.0,20.0
1183,566.0,198.0,46.0,810.0,440.0,58.0,1332.0,304.0,40.0,1116.0,178.0,30.0
1184,612.0,198.0,34.0,734.0,392.0,58.0,1314.0,312.0,52.0,1152.0,186.0,20.0
1185,656.0,192.0,36.0,684.0,362.0,58.0,1276.0,334.0,58.0,1192.0,186.0,24.0
1186,694.0,188.0,30.0,646.0,342.0,58.0,1234.0,362.0,58.0,1230.0,194.0,30.0
1187,728.0,184.0,22.0,614.0,322.0,48.0,1186.0,392.0,58.0,1266.0,194.0,36.0
1188,762.0,182.0,24.0,580.0,294.0,58.0,1108.0,440.0,58.0,1312.0,198.0,36.0
1189,796.0,178.0,22.0,548.0,280.0,46.0,,,,1368.0,204.0,28.0
1190,828.0,174.0,28.0,534.0,262.0,58.0,,,,1412.0,202.0,54.0
1191,446.0,198.0,54.0,,,,1494.0,282.0,48.0,1080.0,170.0,20.0
1192,502.0,192.0,54.0,,,,1468.0,314.0,58.0,1108.0,172.0,22.0
1193,546.0,194.0,34.0,,,,1438.0,326.0,46.0,1140.0,178.0,18.0
1194,594.0,198.0,20.0,586.0,442.0,58.0,1410.0,352.0,42.0,1172.0,182.0,20.0
1195,636.0,188.0,30.0,570.0,410.0,58.0,1412.0,366.0,48.0,1208.0,182.0,24.0
1196,676.0,182.0,34.0,508.0,366.0,48.0,1350.0,408.0,58.0,1242.0,184.0,30.0
1197,712.0,178.0,30.0,486.0,338.0,58.0,1302.0,450.0,58.0,1288.0,190.0,24.0
1198,744.0,178.0,24.0,458.0,320.0,48.0,,,,1332.0,196.0,28.0
1199,772.0,174.0,20.0,464.0,310.0,34.0,,,,1370.0,192.0,48.0
1200,802.0,170.0,20.0,444.0,294.0,36.0,,,,1422.0,196.0,48.0
1201,,,,1450.0,174.0,54.0,824.0,156.0,18.0,406.0,264.0,40.0
1202,1164.0,490.0,58.0,1396.0,170.0,50.0,794.0,154.0,20.0,426.0,278.0,36.0
1203,,,,1346.0,166.0,48.0,766.0,156.0,30.0,422.0,280.0,56.0
1204,1336.0,382.0,58.0,1302.0,166.0,40.0,732.0,160.0,30.0,470.0,314.0,48.0
1205,1376.0,346.0,56.0,1262.0,166.0,30.0,698.0,162.0,34.0,470.0,326.0,58.0
1206,1380.0,330.0,54.0,1222.0,162.0,34.0,658.0,166.0,32.0,502.0,354.0,58.0
1207,1432.0,292.0,46.0,1188.0,162.0,24.0,610.0,170.0,24.0,584.0,408.0,58.0
1208,1444.0,272.0,58.0,1158.0,158.0,22.0,572.0,170.0,42.0,,,
1209,1446.0,270.0,40.0,1124.0,156.0,20.0,522.0,174.0,44.0,,,
1210,1464.0,256.0,40.0,1094.0,154.0,20.0,470.0,174.0,54.0,,,
1211,,,,1438.0,178.0,58.0,850.0,156.0,28.0,510.0,248.0,32.0
1212,,,,1384.0,190.0,24.0,814.0,158.0,20.0,532.0,258.0,36.0
1213,1088.0,384.0,42.0,1334.0,176.0,42.0,788.0,160.0,30.0,556.0,272.0,44.0
1214,1178.0,340.0,58.0,1286.0,172.0,40.0,750.0,168.0,20.0,590.0,288.0,44.0
1215,1218.0,322.0,58.0,1242.0,168.0,36.0,716.0,166.0,34.0,624.0,306.0,52.0
1216,1270.0,292.0,54.0,1210.0,170.0,28.0,676.0,168.0,36.0,670.0,330.0,54.0
1217,1292.0,282.0,42.0,1168.0,166.0,24.0,634.0,170.0,44.0,708.0,344.0,58.0
1218,1328.0,254.0,58.0,1132.0,160.0,30.0,584.0,178.0,36.0,,,
1219,1350.0,240.0,58.0,1102.0,162.0,20.0,536.0,176.0,54.0,,,
1220,1370.0,228.0,58.0,1072.0,160.0,18.0,480.0,178.0,58.0,,,
1221,,,,1428.0,186.0,58.0,870.0,162.0,22.0,594.0,220.0,58.0
1222,,,,1368.0,182.0,54.0,842.0,162.0,26.0,608.0,244.0,58.0
1223,988.0,346.0,58.0,1314.0,180.0,50.0,808.0,170.0,20.0,650.0,244.0,58.0
1224,1058.0,316.0,58.0,1270.0,180.0,36.0,772.0,170.0,24.0,676.0,266.0,58.0
1225,1116.0,288.0,58.0,1224.0,176.0,34.0,734.0,176.0,24.0,718.0,274.0,50.0
1226,1164.0,276.0,54.0,1184.0,178.0,22.0,696.0,176.0,34.0,770.0,292.0,58.0
1227,1198.0,254.0,58.0,1142.0,168.0,34.0,642.0,186.0,38.0,830.0,318.0,58.0
1228,1230.0,240.0,58.0,1112.0,166.0,24.0,602.0,180.0,46.0,896.0,336.0,58.0
1229,1258.0,226.0,58.0,1078.0,164.0,24.0,550.0,184.0,54.0,,,
1230,1284.0,216.0,58.0,1048.0,160.0,24.0,490.0,188.0,58.0,,,
1231,722.0,376.0,58.0,1420.0,198.0,52.0,896.0,162.0,22.0,664.0,220.0,36.0
1232,814.0,330.0,58.0,1354.0,192.0,54.0,868.0,166.0,30.0,698.0,220.0,52.0
1233,902.0,308.0,58.0,1300.0,190.0,42.0,836.0,170.0,34.0,722.0,230.0,38.0
1234,970.0,288.0,58.0,1246.0,184.0,44.0,800.0,172.0,36.0,760.0,246.0,50.0
1235,1028.0,270.0,56.0,1204.0,182.0,34.0,760.0,178.0,32.0,808.0,262.0,42.0
1236,1076.0,254.0,54.0,1158.0,176.0,36.0,710.0,186.0,36.0,860.0,272.0,54.0
1237,1128.0,246.0,54.0,1126.0,172.0,24.0,672.0,184.0,42.0,916.0,286.0,52.0
1238,1162.0,228.0,38.0,1082.0,170.0,34.0,620.0,190.0,44.0,986.0,306.0,56.0
1239,1184.0,218.0,52.0,1052.0,168.0,26.0,564.0,192.0,50.0,1068.0,338.0,58.0
1240,1222.0,210.0,34.0,1024.0,162.0,22.0,502.0,196.0,58.0,1168.0,370.0,58.0
1241,644.0,326.0,58.0,1412.0,224.0,52.0,924.0,168.0,24.0,732.0,202.0,46.0
1242,754.0,308.0,58.0,1334.0,198.0,58.0,894.0,174.0,24.0,764.0,210.0,48.0
1243,832.0,280.0,50.0,1278.0,196.0,48.0,862.0,176.0,28.0,798.0,220.0,48.0
1244,906.0,266.0,54.0,1224.0,192.0,40.0,822.0,178.0,26.0,832.0,234.0,38.0
1245,962.0,256.0,42.0,1176.0,186.0,42.0,786.0,182.0,38.0,880.0,240.0,50.0
1246,1016.0,242.0,50.0,1138.0,182.0,26.0,744.0,186.0,42.0,922.0,254.0,54.0
1247,1054.0,232.0,38.0,1098.0,180.0,30.0,696.0,190.0,46.0,990.0,268.0,58.0
1248,1090.0,224.0,34.0,1058.0,180.0,22.0,632.0,206.0,44.0,1050.0,282.0,58.0
1249,1124.0,216.0,32.0,1026.0,172.0,24.0,572.0,214.0,50.0,1134.0,306.0,58.0
1250,1158.0,206.0,38.0,996.0,170.0,26.0,504.0,226.0,58.0,1226.0,330.0,58.0
1251,598.0,296.0,52.0,1398.0,236.0,58.0,960.0,174.0,30.0,788.0,196.0,42.0
1252,696.0,276.0,48.0,1314.0,210.0,58.0,924.0,176.0,26.0,812.0,204.0,36.0
1253,776.0,268.0,56.0,1256.0,208.0,44.0,894.0,180.0,34.0,852.0,214.0,32.0
1254,848.0,248.0,48.0,1208.0,208.0,44.0,852.0,184.0,28.0,890.0,216.0,36.0
1255,904.0,242.0,38.0,1152.0,200.0,28.0,810.0,192.0,34.0,936.0,228.0,42.0
1256,950.0,228.0,44.0,1104.0,190.0,36.0,764.0,200.0,36.0,980.0,238.0,50.0
1257,996.0,220.0,36.0,1068.0,184.0,28.0,720.0,200.0,46.0,1040.0,254.0,40.0
1258,1036.0,210.0,34.0,1024.0,180.0,34.0,654.0,216.0,48.0,1112.0,264.0,56.0
1259,1070.0,200.0,32.0,994.0,176.0,26.0,604.0,210.0,58.0,1182.0,274.0,58.0
1260,1104.0,198.0,38.0,962.0,170.0,24.0,522.0,236.0,58.0,1270.0,300.0,54.0
1261,578.0,284.0,44.0,1368.0,234.0,58.0,992.0,178.0,26.0,838.0,190.0,36.0
1262,652.0,266.0,58.0,1292.0,222.0,58.0,960.0,186.0,24.0,866.0,200.0,28.0
1263,726.0,254.0,58.0,1228.0,218.0,48.0,924.0,186.0,28.0,900.0,202.0,32.0
1264,792.0,240.0,54.0,1176.0,210.0,34.0,884.0,194.0,34.0,944.0,210.0,40.0
1265,858.0,224.0,48.0,1118.0,204.0,42.0,844.0,198.0,34.0,984.0,216.0,38.0
1266,904.0,216.0,38.0,1068.0,196.0,44.0,802.0,204.0,42.0,1030.0,224.0,44.0
1267,950.0,210.0,40.0,1032.0,194.0,30.0,750.0,210.0,44.0,1084.0,234.0,48.0
1268,986.0,200.0,32.0,994.0,186.0,28.0,690.0,226.0,34.0,1156.0,248.0,52.0
1269,1020.0,198.0,30.0,960.0,186.0,24.0,628.0,222.0,58.0,1228.0,262.0,58.0
1270,1054.0,192.0,32.0,928.0,180.0,28.0,552.0,244.0,40.0,1316.0,268.0,44.0
1271,540.0,268.0,58.0,1340.0,262.0,38.0,1030.0,186.0,26.0,878.0,188.0,24.0
1272,628.0,240.0,58.0,1264.0,238.0,58.0,998.0,188.0,28.0,904.0,190.0,38.0
1273,700.0,230.0,52.0,1192.0,226.0,58.0,960.0,194.0,38.0,944.0,192.0,28.0
1274,762.0,222.0,50.0,1144.0,226.0,46.0,924.0,198.0,32.0,980.0,200.0,38.0
1275,808.0,216.0,42.0,1082.0,214.0,44.0,884.0,206.0,40.0,1026.0,212.0,28.0
1276,858.0,208.0,38.0,1040.0,208.0,36.0,838.0,214.0,44.0,1076.0,214.0,40.0
1277,898.0,202.0,40.0,994.0,198.0,32.0,778.0,220.0,38.0,1122.0,220.0,50.0
1278,942.0,192.0,28.0,956.0,196.0,30.0,724.0,228.0,52.0,1180.0,226.0,58.0
1279,976.0,190.0,30.0,920.0,188.0,28.0,654.0,238.0,58.0,1252.0,236.0,58.0
1280,1008.0,182.0,28.0,888.0,184.0,28.0,570.0,248.0,58.0,1338.0,262.0,58.0
1281,508.0,238.0,38.0,1324.0,268.0,56.0,1074.0,194.0,26.0,916.0,182.0,24.0
1282,600.0,226.0,58.0,1240.0,264.0,58.0,1044.0,196.0,34.0,948.0,186.0,26.0
1283,658.0,220.0,36.0,1168.0,250.0,54.0,1006.0,204.0,34.0,984.0,186.0,30.0
1284,718.0,218.0,44.0,1094.0,232.0,54.0,968.0,208.0,34.0,1020.0,194.0,30.0
1285,772.0,204.0,34.0,1042.0,224.0,40.0,924.0,220.0,34.0,1064.0,196.0,32.0
1286,826.0,198.0,42.0,994.0,220.0,34.0,876.0,224.0,40.0,1108.0,204.0,38.0
1287,866.0,196.0,28.0,952.0,210.0,34.0,818.0,232.0,38.0,1158.0,210.0,44.0
1288,904.0,190.0,28.0,912.0,202.0,34.0,762.0,242.0,56.0,1222.0,216.0,36.0
1289,938.0,186.0,24.0,876.0,196.0,34.0,678.0,264.0,58.0,1282.0,224.0,50.0
1290,970.0,176.0,26.0,844.0,188.0,28.0,604.0,280.0,44.0,1352.0,232.0,58.0
1291,498.0,222.0,54.0,1296.0,292.0,48.0,1122.0,200.0,30.0,950.0,176.0,24.0
1292,564.0,228.0,54.0,1198.0,276.0,52.0,1094.0,202.0,32.0,982.0,176.0,26.0
1293,638.0,206.0,50.0,1124.0,266.0,58.0,1060.0,212.0,40.0,1016.0,184.0,24.0
1294,694.0,202.0,44.0,1058.0,252.0,54.0,1020.0,220.0,42.0,1058.0,188.0,32.0
1295,740.0,196.0,30.0,990.0,238.0,50.0,976.0,228.0,42.0,1092.0,190.0,38.0
1296,790.0,192.0,34.0,942.0,228.0,44.0,930.0,238.0,50.0,1138.0,194.0,40.0
1297,828.0,184.0,28.0,898.0,220.0,42.0,862.0,252.0,54.0,1186.0,200.0,44.0
1298,868.0,184.0,28.0,860.0,210.0,34.0,806.0,260.0,58.0,1240.0,204.0,50.0
1299,902.0,178.0,26.0,830.0,202.0,40.0,722.0,282.0,58.0,1302.0,210.0,54.0
1300,934.0,172.0,24.0,798.0,202.0,28.0,626.0,294.0,54.0,1372.0,218.0,58.0
1301,478.0,214.0,46.0,1250.0,322.0,58.0,1182.0,204.0,34.0,982.0,168.0,24.0
1302,544.0,218.0,50.0,1142.0,304.0,58.0,1146.0,212.0,42.0,1014.0,172.0,26.0
1303,604.0,210.0,46.0,1066.0,284.0,58.0,1116.0,218.0,36.0,1050.0,176.0,28.0
1304,658.0,204.0,46.0,992.0,266.0,54.0,1080.0,232.0,46.0,1084.0,184.0,24.0
1305,718.0,188.0,42.0,936.0,250.0,42.0,1034.0,238.0,38.0,1126.0,182.0,28.0
1306,762.0,184.0,38.0,886.0,238.0,38.0,982.0,250.0,42.0,1170.0,186.0,28.0
1307,800.0,182.0,28.0,840.0,232.0,46.0,926.0,266.0,54.0,1212.0,190.0,44.0
1308,836.0,176.0,26.0,802.0,218.0,36.0,854.0,282.0,52.0,1266.0,198.0,42.0
1309,870.0,172.0,26.0,776.0,210.0,48.0,770.0,300.0,54.0,1322.0,200.0,54.0
1310,902.0,168.0,24.0,742.0,204.0,40.0,682.0,332.0,58.0,1398.0,222.0,54.0
1311,468.0,202.0,56.0,1178.0,372.0,58.0,1238.0,210.0,50.0,1008.0,164.0,30.0
1312,536.0,194.0,54.0,1078.0,340.0,58.0,1218.0,226.0,46.0,1042.0,166.0,24.0
1313,590.0,192.0,42.0,996.0,306.0,58.0,1178.0,230.0,50.0,1074.0,172.0,24.0
1314,636.0,194.0,38.0,924.0,286.0,54.0,1140.0,240.0,54.0,1108.0,174.0,30.0
1315,694.0,180.0,42.0,872.0,270.0,58.0,1100.0,260.0,44.0,1152.0,178.0,28.0
1316,730.0,180.0,30.0,814.0,258.0,52.0,1056.0,272.0,58.0,1190.0,186.0,24.0
1317,770.0,176.0,28.0,778.0,242.0,54.0,990.0,288.0,58.0,1236.0,192.0,26.0
1318,810.0,172.0,24.0,732.0,236.0,50.0,922.0,306.0,58.0,1284.0,186.0,48.0
1319,842.0,168.0,24.0,706.0,228.0,36.0,842.0,340.0,58.0,1340.0,192.0,48.0
1320,874.0,164.0,22.0,678.0,220.0,34.0,,,,1400.0,194.0,58.0
1321,458.0,190.0,58.0,,,,1312.0,220.0,56.0,1036.0,160.0,22.0
1322,518.0,186.0,52.0,,,,1286.0,228.0,58.0,1066.0,162.0,28.0
1323,576.0,180.0,52.0,908.0,336.0,58.0,1256.0,242.0,58.0,1100.0,166.0,24.0
1324,624.0,180.0,40.0,836.0,312.0,58.0,1230.0,264.0,58.0,1132.0,168.0,32.0
1325,670.0,176.0,36.0,784.0,294.0,58.0,1190.0,272.0,48.0,1176.0,174.0,28.0
1326,706.0,174.0,26.0,730.0,272.0,48.0,1136.0,294.0,58.0,1212.0,176.0,30.0
1327,748.0,172.0,24.0,696.0,256.0,58.0,1082.0,312.0,58.0,1254.0,176.0,42.0
1328,784.0,170.0,22.0,654.0,252.0,56.0,1008.0,348.0,58.0,1302.0,180.0,44.0
1329,820.0,162.0,30.0,634.0,230.0,58.0,,,,1354.0,184.0,50.0
1330,846.0,158.0,20.0,606.0,220.0,52.0,,,,1414.0,190.0,48.0
1331,444.0,182.0,58.0,,,,1398.0,244.0,38.0,1060.0,156.0,22.0
1332,504.0,178.0,52.0,,,,1372.0,258.0,36.0,1090.0,160.0,24.0
1333,556.0,188.0,24.0,,,,1348.0,270.0,42.0,1120.0,160.0,30.0
1334,604.0,174.0,38.0,718.0,344.0,58.0,1324.0,286.0,56.0,1156.0,168.0,20.0
1335,642.0,176.0,32.0,680.0,328.0,54.0,1298.0,294.0,52.0,1192.0,172.0,22.0
1336,682.0,166.0,20.0,636.0,302.0,54.0,1240.0,326.0,58.0,1230.0,168.0,36.0
1337,726.0,166.0,26.0,592.0,274.0,58.0,1200.0,344.0,58.0,1270.0,170.0,44.0
1338,760.0,162.0,26.0,568.0,264.0,54.0,,,,1318.0,174.0,42.0
1339,790.0,162.0,24.0,532.0,246.0,44.0,,,,1368.0,176.0,50.0
1340,822.0,156.0,20.0,518.0,230.0,58.0,,,,1424.0,180.0,54.0
1341,430.0,178.0,46.0,,,,1496.0,260.0,36.0,1084.0,154.0,24.0
1342,492.0,172.0,54.0,738.0,528.0,44.0,1476.0,276.0,36.0,1112.0,158.0,20.0
1343,542.0,170.0,46.0,,,,1456.0,292.0,40.0,1142.0,160.0,20.0
1344,588.0,168.0,42.0,596.0,404.0,58.0,1440.0,312.0,58.0,1174.0,160.0,26.0
1345,630.0,166.0,36.0,516.0,352.0,58.0,1436.0,322.0,54.0,1208.0,160.0,34.0
1346,670.0,164.0,32.0,510.0,336.0,58.0,1402.0,352.0,58.0,1246.0,164.0,36.0
1347,708.0,160.0,34.0,460.0,300.0,54.0,1324.0,404.0,58.0,1288.0,166.0,36.0
1348,740.0,158.0,26.0,440.0,276.0,58.0,1308.0,450.0,56.0,1332.0,170.0,38.0
1349,770.0,156.0,24.0,412.0,260.0,38.0,,,,1380.0,170.0,46.0
1350,802.0,154.0,24.0,406.0,246.0,54.0,,,,1434.0,174.0,50.0
1351,1060.0,562.0,58.0,1460.0,148.0,58.0,822.0,140.0,16.0,384.0,228.0,40.0
